task,model_name,time_spent
candy,efficientnet_b0,0.017077700000001528

candy,efficientnet_b3,0.02652609999999811

candy,resnet18,0.011539700000000153

candy,resnet34,0.020259699999996883

candy,resnet50,0.026402900000000784

candy,efficientnet_b0,0.015856500000001716

candy,efficientnet_b3,0.02804790000000068

candy,resnet18,0.010240100000000751

candy,resnet34,0.02162490000000261

candy,resnet50,0.02705299999999866

candy,efficientnet_b0,0.014603599999997385

candy,efficientnet_b3,0.02746050000000011

candy,resnet18,0.010993899999999002

candy,resnet34,0.02041730000000186

candy,resnet50,0.026155299999999215

candy,efficientnet_b0,0.015145499999999146

candy,efficientnet_b3,0.027660399999998475

candy,resnet18,0.011602499999998628

candy,resnet34,0.020403500000000463

candy,resnet50,0.027044499999998806

candy,efficientnet_b0,0.015332300000000743

candy,efficientnet_b3,0.02738339999999795

candy,resnet18,0.011255900000001873

candy,resnet34,0.02031899999999709

candy,resnet50,0.025151300000000987

candy,efficientnet_b0,0.01626979999999989

candy,efficientnet_b3,0.026872799999999586

candy,resnet18,0.011515100000000444

candy,resnet34,0.020745000000001568

candy,resnet50,0.026785600000000187

candy,efficientnet_b0,0.014468900000000673

candy,efficientnet_b3,0.038641800000000615

candy,resnet18,0.010858199999997709

candy,resnet34,0.023838200000000143

candy,resnet50,0.02818200000000104

candy,efficientnet_b0,0.015378300000001843

candy,efficientnet_b3,0.031270400000000365

candy,resnet18,0.015430100000003222

candy,resnet34,0.021267200000000486

candy,resnet50,0.030411799999999545

candy,efficientnet_b0,0.015853499999998633

candy,efficientnet_b3,0.027508499999999714

candy,resnet18,0.010778999999999428

candy,resnet34,0.02186980000000105

candy,resnet50,0.02887399999999829

candy,efficientnet_b0,0.015562200000001525

candy,efficientnet_b3,0.02651469999999989

candy,resnet18,0.011925500000000255

candy,resnet34,0.021788399999998376

candy,resnet50,0.027989600000001502

candy,efficientnet_b0,0.015018399999998877

candy,efficientnet_b3,0.027486499999998415

candy,resnet18,0.010331099999998372

candy,resnet34,0.02160650000000075

candy,resnet50,0.0315626999999985

objective,efficientnet_b0,0.01629429999999843

objective,resnet18,0.01186440000000033

objective,resnet34,0.02055520000000044

loader,efficientnet_b0,0.015643899999997046

loader,resnet18,0.011409999999997922

loader,resnet34,0.020119600000001014

loader,efficientnet_b0,0.015382900000002309

loader,resnet18,0.012419200000000075

loader,resnet34,0.021454699999999605

loader,efficientnet_b0,0.016046700000000413

loader,resnet18,0.012802499999999384

loader,resnet34,0.019474199999997666

loader,efficientnet_b0,0.014703699999998321

loader,resnet18,0.01202740000000091

loader,resnet34,0.020090800000001963

candy,efficientnet_b0,0.019816800000000967

candy,efficientnet_b3,0.03500280000000089

candy,resnet18,0.01084069999999926

candy,resnet34,0.02026989999999884

candy,resnet50,0.03414850000000058

candy,efficientnet_b0,0.01550669999999954

candy,efficientnet_b3,0.026725300000002505

candy,resnet18,0.0111030999999997

candy,resnet34,0.020740199999998765

candy,resnet50,0.033303400000001204

candy,efficientnet_b0,0.015488900000001138

candy,efficientnet_b3,0.027299300000002802

candy,resnet18,0.012429199999999696

candy,resnet34,0.022895299999998286

candy,resnet50,0.03145329999999902

candy,efficientnet_b0,0.018476500000002005

candy,efficientnet_b3,0.0318115999999975

candy,resnet18,0.012278899999998316

candy,resnet34,0.02156739999999857

candy,resnet50,0.031090599999998858

candy,efficientnet_b0,0.015486300000002728

candy,efficientnet_b3,0.029505799999999027

candy,resnet18,0.011580300000002097

candy,resnet34,0.02030949999999976

candy,resnet50,0.034589799999999116

candy,efficientnet_b0,0.015925700000000376

candy,efficientnet_b3,0.028406699999997898

candy,resnet18,0.012981400000001031

candy,resnet34,0.02121569999999906

candy,resnet50,0.030803899999998663

candy,efficientnet_b0,0.017624299999997817

candy,efficientnet_b3,0.02838080000000076

candy,resnet18,0.01307700000000267

candy,resnet34,0.021158199999998573

candy,resnet50,0.03029289999999918

candy,efficientnet_b0,0.01580769999999987

candy,efficientnet_b3,0.028977099999998757

candy,resnet18,0.012945800000000673

candy,resnet34,0.020599400000001822

candy,resnet50,0.03147159999999971

candy,efficientnet_b0,0.014647599999999983

candy,efficientnet_b3,0.0277561999999989

candy,resnet18,0.011172800000000649

candy,resnet34,0.0205371999999997

candy,resnet50,0.030417200000002254

candy,efficientnet_b0,0.01529599999999931

candy,efficientnet_b3,0.027255300000000204

candy,resnet18,0.010594300000001056

candy,resnet34,0.021902699999998276

candy,resnet50,0.02856479999999806

candy,efficientnet_b0,0.014853899999998532

candy,efficientnet_b3,0.027611400000001396

candy,resnet18,0.011904999999998722

candy,resnet34,0.020470600000003003

candy,resnet50,0.09601969999999937

candy,efficientnet_b0,0.018531100000000578

candy,efficientnet_b3,0.030077600000002036

candy,resnet18,0.011935899999997446

candy,resnet34,0.020606499999999528

candy,resnet50,0.02617140000000262

candy,efficientnet_b0,0.016157799999998446

candy,efficientnet_b3,0.026090100000001115

candy,resnet18,0.012260600000001176

candy,resnet34,0.019838000000000022

candy,resnet50,0.03189700000000073

candy,efficientnet_b0,0.01439449999999809

candy,efficientnet_b3,0.028145399999999654

candy,resnet18,0.012213699999996663

candy,resnet34,0.021897499999997905

candy,resnet50,0.03134289999999851

candy,efficientnet_b0,0.013969199999998239

candy,efficientnet_b3,0.027379800000002064

candy,resnet18,0.011791499999997512

candy,resnet34,0.02081879999999714

candy,resnet50,0.030085799999998386

candy,efficientnet_b0,0.016023300000000518

candy,efficientnet_b3,0.02716580000000235

candy,resnet18,0.010182500000002648

candy,resnet34,0.021802399999998556

candy,resnet50,0.030688899999997687

candy,efficientnet_b0,0.01469730000000169

candy,efficientnet_b3,0.03164759999999944

candy,resnet18,0.013423499999998256

candy,resnet34,0.023033899999997942

candy,resnet50,0.02698649999999958

candy,efficientnet_b0,0.014377800000001884

candy,efficientnet_b3,0.03352160000000026

candy,resnet18,0.011372999999998967

candy,resnet34,0.023139900000000324

candy,resnet50,0.026209200000000266

candy,efficientnet_b0,0.016148500000003452

candy,efficientnet_b3,0.026023399999999697

candy,resnet18,0.011954499999998092

candy,resnet34,0.02140229999999832

candy,resnet50,0.029664600000000263

candy,efficientnet_b0,0.01540250000000043

candy,efficientnet_b3,0.027292899999999065

candy,resnet18,0.013019500000002182

candy,resnet34,0.020314900000002467

candy,resnet50,0.029673000000002503

candy,efficientnet_b0,0.014726500000001863

candy,efficientnet_b3,0.029147699999999332

candy,resnet18,0.010186499999999654

candy,resnet34,0.021726799999999713

candy,resnet50,0.028529599999998823

candy,efficientnet_b0,0.01549969999999945

candy,efficientnet_b3,0.026741600000001142

candy,resnet18,0.011029300000000575

candy,resnet34,0.021559299999999837

candy,resnet50,0.029989299999996888

candy,efficientnet_b0,0.016799300000002404

candy,efficientnet_b3,0.02979350000000025

candy,resnet18,0.011649999999999494

candy,resnet34,0.02169680000000085

candy,resnet50,0.029307799999997997

candy,efficientnet_b0,0.015264900000001802

candy,efficientnet_b3,0.028281200000002116

candy,resnet18,0.01207679999999911

candy,resnet34,0.020690699999999396

candy,resnet50,0.029123599999998362

candy,efficientnet_b0,0.015488300000001232

candy,efficientnet_b3,0.028678200000001652

candy,resnet18,0.012848500000000485

candy,resnet34,0.02374629999999911

candy,resnet50,0.03106730000000013

candy,efficientnet_b0,0.01552159999999958

candy,efficientnet_b3,0.0286036999999979

candy,resnet18,0.011650799999998185

candy,resnet34,0.022809899999998606

candy,resnet50,0.04373299999999958

candy,efficientnet_b0,0.015005000000002156

candy,efficientnet_b3,0.028386000000001133

candy,resnet18,0.01023179999999968

candy,resnet34,0.024880499999998307

candy,resnet50,0.03288509999999789

candy,efficientnet_b0,0.01612039999999837

candy,efficientnet_b3,0.028825700000002286

candy,resnet18,0.011262499999997289

candy,resnet34,0.020351400000002684

candy,resnet50,0.02585640000000211

candy,efficientnet_b0,0.014821699999998827

candy,efficientnet_b3,0.02877770000000268

candy,resnet18,0.011206200000000166

candy,resnet34,0.0216384000000005

candy,resnet50,0.028932499999999806

candy,efficientnet_b0,0.01529159999999763

candy,efficientnet_b3,0.026554499999999592

candy,resnet18,0.01220069999999751

candy,resnet34,0.02047990000000155

candy,resnet50,0.028331899999997745

candy,efficientnet_b0,0.015108900000001313

candy,efficientnet_b3,0.026481600000000327

candy,resnet18,0.010478700000000174

candy,resnet34,0.02072120000000055

candy,resnet50,0.02821490000000182

candy,efficientnet_b0,0.014615100000000325

candy,efficientnet_b3,0.027538599999999747

candy,resnet18,0.011198400000001385

candy,resnet34,0.019378399999997242

candy,resnet50,0.0307391999999993

candy,efficientnet_b0,0.015453999999998302

candy,efficientnet_b3,0.02764709999999937

candy,resnet18,0.010354100000000699

candy,resnet34,0.020557900000000018

candy,resnet50,0.028229500000001906

candy,efficientnet_b0,0.01428770000000057

candy,efficientnet_b3,0.026858800000002958

candy,resnet18,0.011278399999998356

candy,resnet34,0.020693699999998927

candy,resnet50,0.02845450000000227

candy,efficientnet_b0,0.015633600000001024

candy,efficientnet_b3,0.027060799999997442

candy,resnet18,0.011508599999999092

candy,resnet34,0.02029320000000112

candy,resnet50,0.030730999999999398

candy,efficientnet_b0,0.014357799999999088

candy,efficientnet_b3,0.026913800000002652

candy,resnet18,0.012503200000001158

candy,resnet34,0.022329400000000277

candy,resnet50,0.03017810000000054

candy,efficientnet_b0,0.014919700000000091

candy,efficientnet_b3,0.02907040000000194

candy,resnet18,0.01040609999999731

candy,resnet34,0.020801200000001074

candy,resnet50,0.02790849999999878

candy,efficientnet_b0,0.015090799999999405

candy,efficientnet_b3,0.026043999999998846

candy,resnet18,0.012904100000000085

candy,resnet34,0.020403400000002847

candy,resnet50,0.025793700000001252

candy,efficientnet_b0,0.017010800000001325

candy,efficientnet_b3,0.03170779999999951

candy,resnet18,0.011831900000000672

candy,resnet34,0.019611799999999846

candy,resnet50,0.033024400000002174

candy,efficientnet_b0,0.01641259999999889

candy,efficientnet_b3,0.029525599999999486

candy,resnet18,0.011546199999997953

candy,resnet34,0.021628199999998543

candy,resnet50,0.03064019999999701

candy,efficientnet_b0,0.01650560000000212

candy,efficientnet_b3,0.02977249999999998

candy,resnet18,0.011564300000003414

candy,resnet34,0.022202300000000008

candy,resnet50,0.030872999999999706

candy,efficientnet_b0,0.01453549999999737

candy,efficientnet_b3,0.02734479999999806

candy,resnet18,0.01234460000000226

candy,resnet34,0.01997479999999996

candy,resnet50,0.029405199999999354

candy,efficientnet_b0,0.015569700000000353

candy,efficientnet_b3,0.028706499999998414

candy,resnet18,0.01137780000000177

candy,resnet34,0.020907199999999904

candy,resnet50,0.02788370000000029

candy,efficientnet_b0,0.015101599999997717

candy,efficientnet_b3,0.027048200000002964

candy,resnet18,0.010917200000001515

candy,resnet34,0.020398999999997613

candy,resnet50,0.030224300000000426

objective,efficientnet_b0,0.014734000000000691

objective,resnet18,0.010280099999999237

objective,resnet34,0.02061029999999775

loader,efficientnet_b0,0.016170699999999982

loader,resnet18,0.010288599999999093

loader,resnet34,0.020829899999998958

loader,efficientnet_b0,0.014290900000002438

loader,resnet18,0.012027499999998525

loader,resnet34,0.020307200000001302

loader,efficientnet_b0,0.014088199999999773

loader,resnet18,0.012001900000001342

loader,resnet34,0.020610600000001256

loader,efficientnet_b0,0.01581290000000024

loader,resnet18,0.010788200000000359

loader,resnet34,0.020175999999999306

candy,efficientnet_b0,0.014288700000001597

candy,efficientnet_b3,0.02699880000000121

candy,resnet18,0.012823000000000917

candy,resnet34,0.020025300000000357

candy,resnet50,0.02469889999999708

candy,efficientnet_b0,0.01520670000000024

candy,efficientnet_b3,0.028687600000001368

candy,resnet18,0.011800299999997321

candy,resnet34,0.020195500000003364

candy,resnet50,0.02749070000000131

candy,efficientnet_b0,0.01540160000000057

candy,efficientnet_b3,0.02908479999999969

candy,resnet18,0.011272099999999341

candy,resnet34,0.020254000000001326

candy,resnet50,0.02973970000000037

candy,efficientnet_b0,0.014800100000002203

candy,efficientnet_b3,0.027017499999999472

candy,resnet18,0.01155909999999949

candy,resnet34,0.019990700000001027

candy,resnet50,0.02747049999999973

candy,efficientnet_b0,0.015503900000002346

candy,efficientnet_b3,0.028100200000000797

candy,resnet18,0.010739000000000942

candy,resnet34,0.0212766000000002

candy,resnet50,0.02796809999999894

candy,efficientnet_b0,0.014296800000000331

candy,efficientnet_b3,0.02677709999999678

candy,resnet18,0.012409099999999285

candy,resnet34,0.0201342000000011

candy,resnet50,0.02979699999999852

candy,efficientnet_b0,0.015018700000002383

candy,efficientnet_b3,0.027534299999999234

candy,resnet18,0.010440899999998976

candy,resnet34,0.020839000000002272

candy,resnet50,0.028842000000000922

candy,efficientnet_b0,0.014784500000001088

candy,efficientnet_b3,0.02678939999999841

candy,resnet18,0.011349799999997856

candy,resnet34,0.02117330000000095

candy,resnet50,0.0320621999999986

candy,efficientnet_b0,0.014793799999999635

candy,efficientnet_b3,0.027710800000001257

candy,resnet18,0.01132780000000011

candy,resnet34,0.021162100000001516

candy,resnet50,0.028933699999999618

candy,efficientnet_b0,0.015008099999999303

candy,efficientnet_b3,0.02671760000000134

candy,resnet18,0.012405699999998632

candy,resnet34,0.02095510000000189

candy,resnet50,0.0280214999999977

candy,efficientnet_b0,0.016407600000000855

candy,efficientnet_b3,0.027465500000001697

candy,resnet18,0.015011200000000002

candy,resnet34,0.020694800000001123

candy,resnet50,0.024412599999998008

candy,efficientnet_b0,0.014979900000000157

candy,efficientnet_b3,0.026921800000000218

candy,resnet18,0.011420999999998571

candy,resnet34,0.02026840000000263

candy,resnet50,0.02935160000000181

candy,efficientnet_b0,0.015170399999998807

candy,efficientnet_b3,0.02737809999999996

candy,resnet18,0.011294700000000546

candy,resnet34,0.020569699999999358

candy,resnet50,0.02743070000000003

candy,efficientnet_b0,0.014295999999998088

candy,efficientnet_b3,0.027568500000000995

candy,resnet18,0.011266100000000279

candy,resnet34,0.020572500000000105

candy,resnet50,0.029171599999997966

candy,efficientnet_b0,0.015337899999998683

candy,efficientnet_b3,0.027085400000000703

candy,resnet18,0.010728900000000152

candy,resnet34,0.021502899999997993

candy,resnet50,0.02815169999999867

candy,efficientnet_b0,0.015069700000001518

candy,efficientnet_b3,0.027448100000000863

candy,resnet18,0.010754800000000841

candy,resnet34,0.021154100000000398

candy,resnet50,0.03213540000000137

candy,efficientnet_b0,0.01620540000000048

candy,efficientnet_b3,0.026638399999999507

candy,resnet18,0.01225690000000057

candy,resnet34,0.021132399999999052

candy,resnet50,0.029512900000000286

candy,efficientnet_b0,0.014925999999999107

candy,efficientnet_b3,0.026827699999998345

candy,resnet18,0.010443999999999676

candy,resnet34,0.020608199999998078

candy,resnet50,0.028514099999998876

candy,efficientnet_b0,0.016621599999997017

candy,efficientnet_b3,0.027772200000001135

candy,resnet18,0.010869499999998311

candy,resnet34,0.02054109999999909

candy,resnet50,0.028181599999999918

candy,efficientnet_b0,0.015090300000000667

candy,efficientnet_b3,0.027767000000000763

candy,resnet18,0.01030799999999843

candy,resnet34,0.020383300000002436

candy,resnet50,0.0289508000000005

candy,efficientnet_b0,0.014515200000001727

candy,efficientnet_b3,0.027108900000001768

candy,resnet18,0.010933399999998983

candy,resnet34,0.02005940000000095

candy,resnet50,0.029542299999999244

candy,efficientnet_b0,0.015145000000000408

candy,efficientnet_b3,0.02932880000000182

candy,resnet18,0.010533800000001037

candy,resnet34,0.02057710000000057

candy,resnet50,0.027123899999999423

candy,efficientnet_b0,0.01400390000000229

candy,efficientnet_b3,0.026346199999998987

candy,resnet18,0.01264499999999913

candy,resnet34,0.02012679999999989

candy,resnet50,0.02849159999999884

candy,efficientnet_b0,0.01608620000000016

candy,efficientnet_b3,0.02829619999999977

candy,resnet18,0.01132300000000086

candy,resnet34,0.020305099999998077

candy,resnet50,0.028116099999998312

candy,efficientnet_b0,0.016067599999999516

candy,efficientnet_b3,0.027501499999999623

candy,resnet18,0.012063999999998742

candy,resnet34,0.02264729999999915

candy,resnet50,0.02720160000000149

candy,efficientnet_b0,0.01651109999999889

candy,efficientnet_b3,0.027791499999999303

candy,resnet18,0.011492400000001624

candy,resnet34,0.020225599999999844

candy,resnet50,0.0295172000000008

candy,efficientnet_b0,0.01545109999999994

candy,efficientnet_b3,0.028799700000000428

candy,resnet18,0.010498900000001754

candy,resnet34,0.020577800000001645

candy,resnet50,0.027785800000000194

candy,efficientnet_b0,0.014917100000001682

candy,efficientnet_b3,0.027110199999999196

candy,resnet18,0.011914300000000821

candy,resnet34,0.02158290000000207

candy,resnet50,0.030925499999998607

candy,efficientnet_b0,0.01508479999999679

candy,efficientnet_b3,0.02680739999999915

candy,resnet18,0.012139600000001138

candy,resnet34,0.020984300000002065

candy,resnet50,0.02856750000000119

candy,efficientnet_b0,0.016249299999998357

candy,efficientnet_b3,0.029080499999999176

candy,resnet18,0.0110223999999981

candy,resnet34,0.0209085999999985

candy,resnet50,0.028134600000001342

candy,efficientnet_b0,0.015047400000000266

candy,efficientnet_b3,0.026923900000003442

candy,resnet18,0.012146000000001322

candy,resnet34,0.01994810000000058

candy,resnet50,0.029720499999999817

candy,efficientnet_b0,0.015608799999998979

candy,efficientnet_b3,0.027492800000000983

candy,resnet18,0.011868199999998552

candy,resnet34,0.020040299999998012

candy,resnet50,0.029028900000000135

candy,efficientnet_b0,0.01611480000000043

candy,efficientnet_b3,0.029228499999998547

candy,resnet18,0.01033159999999711

candy,resnet34,0.02154379999999989

candy,resnet50,0.02830510000000075

candy,efficientnet_b0,0.015182999999996838

candy,efficientnet_b3,0.028523400000000976

candy,resnet18,0.01101510000000161

candy,resnet34,0.020314299999999008

candy,resnet50,0.030746000000000606

candy,efficientnet_b0,0.014859600000001194

candy,efficientnet_b3,0.028562499999999602

candy,resnet18,0.012063799999999958

candy,resnet34,0.020590999999999582

candy,resnet50,0.02814780000000283

candy,efficientnet_b0,0.014922099999999716

candy,efficientnet_b3,0.027595899999997897

candy,resnet18,0.01152309999999801

candy,resnet34,0.021981999999997726

candy,resnet50,0.028588700000000244

candy,efficientnet_b0,0.01431260000000023

candy,efficientnet_b3,0.027305599999998265

candy,resnet18,0.011425200000001468

candy,resnet34,0.019892699999999763

candy,resnet50,0.029151999999999845

candy,efficientnet_b0,0.015036000000002048

candy,efficientnet_b3,0.02685390000000254

candy,resnet18,0.012193100000001067

candy,resnet34,0.020805400000000418

candy,resnet50,0.02914339999999882

candy,efficientnet_b0,0.014707200000000142

candy,efficientnet_b3,0.028079300000001695

candy,resnet18,0.010773099999997982

candy,resnet34,0.02072420000000008

candy,resnet50,0.030040800000001866

candy,efficientnet_b0,0.01524260000000055

candy,efficientnet_b3,0.025970799999999628

candy,resnet18,0.010736299999997811

candy,resnet34,0.020601299999999156

candy,resnet50,0.030540099999999626

candy,efficientnet_b0,0.014236499999999097

candy,efficientnet_b3,0.027051900000000018

candy,resnet18,0.012336399999998804

candy,resnet34,0.020217299999998772

candy,resnet50,0.029868999999997925

candy,efficientnet_b0,0.015232900000000882

candy,efficientnet_b3,0.027748400000000117

candy,resnet18,0.010535999999998324

candy,resnet34,0.020740599999999887

candy,resnet50,0.029270799999999042

candy,efficientnet_b0,0.014653900000002551

candy,efficientnet_b3,0.02680000000000149

candy,resnet18,0.011436199999998564

candy,resnet34,0.021114700000001818

candy,resnet50,0.028994700000001927

candy,efficientnet_b0,0.01645369999999957

candy,efficientnet_b3,0.026923400000001152

candy,resnet18,0.012205399999999145

candy,resnet34,0.019854200000001043

candy,resnet50,0.028246700000000402

objective,efficientnet_b0,0.01567349999999834

objective,resnet18,0.010761099999999857

objective,resnet34,0.0196329999999989

loader,efficientnet_b0,0.01960329999999999

loader,resnet18,0.011745200000000011

loader,resnet34,0.022243899999999428

loader,efficientnet_b0,0.015126700000003268

loader,resnet18,0.011423799999999318

loader,resnet34,0.01983210000000213

loader,efficientnet_b0,0.015221199999999158

loader,resnet18,0.011127399999999454

loader,resnet34,0.019499299999999664

loader,efficientnet_b0,0.015591700000001651

loader,resnet18,0.01082800000000006

loader,resnet34,0.020640699999997736

candy,efficientnet_b0,0.01516900000000021

candy,efficientnet_b3,0.02824409999999844

candy,resnet18,0.015815400000001034

candy,resnet34,0.02217939999999885

candy,resnet50,0.024855699999999814

candy,efficientnet_b0,0.0147205000000028

candy,efficientnet_b3,0.026235200000002123

candy,resnet18,0.012125900000000911

